i: [1,27,0,10,1,1,0,0] t26_xtuple_0
a: [3,39,0,10,1,27]
d: [2,211,2,16,3,0,44,62,35]
s: 211
d: [2,396,5,13,1,0,44,338,35]
s: 396
d: [2,212,2,16,3,0,44,62,35]
s: 212
d: [2,218,2,16,3,0,44,67,35]
s: 218
d: [2,397,5,13,1,0,44,338,35]
s: 397
d: [2,219,2,16,3,0,44,67,35]
s: 219
d: [2,398,5,13,1,0,44,338,69]
s: 398
d: [2,225,2,16,3,0,44,67,35]
s: 225
d: [2,226,2,16,3,0,44,67,35]
s: 226
d: [2,399,5,13,1,0,44,338,69]
s: 399
d: [2,111,2,17,3,0,44,31,48]
s: 111
d: [2,405,5,13,1,0,44,338,33]
s: 405
d: [2,112,2,17,3,0,44,31,48]
s: 112
d: [2,152,2,17,3,0,44,60,48]
s: 152
d: [2,406,5,13,1,0,44,338,35]
s: 406
d: [2,153,2,17,3,0,44,60,30]
s: 153
d: [2,407,5,13,1,0,44,338,35]
s: 407
d: [2,159,2,17,3,0,44,60,48]
s: 159
d: [2,160,2,17,3,0,44,60,30]
s: 160
d: [2,408,5,13,1,0,44,338,69]
s: 408
d: [2,233,2,17,3,0,44,63,34]
s: 233
d: [2,409,5,13,1,0,44,338,69]
s: 409
d: [2,234,2,17,3,0,44,63,34]
s: 234
d: [2,236,2,17,3,0,44,63,35]
s: 236
d: [2,412,5,13,1,0,44,69,338]
s: 412
d: [2,237,2,17,3,0,44,63,35]
s: 237
d: [2,413,5,13,1,0,44,69,338]
s: 413
d: [2,269,2,17,3,0,44,68,35]
s: 269
d: [2,270,2,17,3,0,44,68,35]
s: 270
d: [2,431,5,13,1,0,44,69,338]
s: 431
d: [2,275,2,17,3,0,44,68,34]
s: 275
d: [2,432,5,13,1,0,44,69,338]
s: 432
d: [2,276,2,17,3,0,44,68,34]
s: 276
d: [2,204,2,19,3,0,44,62,42]
s: 204
d: [2,394,5,17,1,0,44,338,30]
d: [2,450,5,13,1,0,22,394,30]
s: 450
d: [2,205,2,19,3,0,44,62,28]
s: 205
d: [2,404,5,17,1,0,44,338,30]
d: [2,453,5,13,1,0,22,404,30]
s: 453
d: [2,213,2,19,3,0,44,62,42]
s: 213
d: [2,214,2,19,3,0,44,62,28]
s: 214
d: [2,462,5,13,1,0,44,339,33]
s: 462
d: [2,220,2,19,3,0,44,67,42]
s: 220
d: [2,478,5,13,1,0,44,339,33]
s: 478
d: [2,221,2,19,3,0,44,67,28]
s: 221
d: [2,227,2,19,3,0,44,67,42]
s: 227
d: [2,479,5,13,1,0,44,339,35]
s: 479
d: [2,228,2,19,3,0,44,67,28]
s: 228
d: [2,480,5,13,1,0,44,339,35]
s: 480
d: [2,206,2,20,3,0,44,62,48]
s: 206
d: [2,207,2,20,3,0,44,62,30]
s: 207
d: [2,483,5,13,1,0,44,339,69]
s: 483
d: [2,215,2,20,3,0,44,62,48]
s: 215
d: [2,484,5,13,1,0,44,339,69]
s: 484
d: [2,216,2,20,3,0,44,62,30]
s: 216
d: [2,222,2,20,3,0,44,67,48]
s: 222
d: [2,511,5,13,1,0,44,69,339]
s: 511
d: [2,223,2,20,3,0,44,67,30]
s: 223
d: [2,512,5,13,1,0,44,69,339]
s: 512
d: [2,229,2,20,3,0,44,67,48]
s: 229
d: [2,230,2,20,3,0,44,67,30]
s: 230
d: [2,461,5,17,1,0,44,339,30]
d: [2,532,5,13,1,0,22,461,30]
s: 532
d: [2,238,2,20,3,0,44,63,42]
s: 238
d: [2,477,5,17,1,0,44,339,30]
d: [2,537,5,13,1,0,22,477,30]
s: 537
d: [2,239,2,20,3,0,44,63,28]
s: 239
d: [2,271,2,20,3,0,44,68,42]
s: 271
d: [2,554,5,13,1,0,44,340,35]
s: 554
d: [2,272,2,20,3,0,44,68,28]
s: 272
d: [2,555,5,13,1,0,44,340,35]
s: 555
d: [2,240,2,21,3,0,44,63,48]
s: 240
d: [2,241,2,21,3,0,44,63,30]
s: 241
d: [2,1364,3,14,2,0,40,240,32]
d: [2,1367,3,7,1,0,21,1364,32]
s: 1367
d: [2,273,2,21,3,0,44,68,48]
s: 273
d: [2,560,5,13,1,0,44,340,69]
s: 560
d: [2,274,2,21,3,0,44,68,30]
s: 274
d: [2,86,3,14,1,0,44,42,69]
s: 86
d: [2,561,5,13,1,0,44,340,69]
s: 561
d: [2,87,3,14,1,0,44,29,69]
s: 87
d: [2,568,5,13,1,0,44,69,340]
s: 568
d: [2,88,3,14,1,0,44,29,69]
s: 88
d: [2,89,3,14,1,0,44,28,69]
s: 89
d: [2,1703,4,18,1,0,44,89,30]
d: [2,1805,4,17,1,0,22,1703,28]
d: [2,1806,4,13,1,0,22,1805,30]
s: 1806
d: [2,90,3,14,1,0,44,28,69]
s: 90
d: [2,569,5,13,1,0,44,69,340]
s: 569
d: [2,91,3,14,1,0,44,42,69]
s: 91
d: [2,92,3,14,1,0,44,42,69]
s: 92
d: [2,545,5,21,1,0,44,340,30]
d: [2,591,5,13,1,0,22,545,30]
s: 591
d: [2,93,3,14,1,0,44,29,69]
s: 93
d: [2,553,5,17,1,0,44,340,30]
d: [2,603,5,17,1,0,22,553,35]
d: [2,604,5,13,1,0,22,603,30]
s: 604
d: [2,94,3,14,1,0,44,29,69]
s: 94
d: [2,95,3,14,1,0,44,28,69]
s: 95
d: [2,665,5,13,1,0,44,377,33]
s: 665
d: [2,96,3,14,1,0,44,28,69]
s: 96
d: [2,666,5,13,1,0,44,377,35]
s: 666
d: [2,311,3,14,2,0,40,136,32]
s: 311
d: [2,385,3,14,2,0,40,144,32]
s: 385
d: [2,667,5,13,1,0,44,377,35]
s: 667
d: [2,208,3,16,3,0,44,62,69]
s: 208
d: [2,668,5,13,1,0,44,377,69]
s: 668
d: [2,209,3,16,3,0,44,62,69]
s: 209
d: [2,231,3,16,3,0,44,67,69]
s: 231
d: [2,669,5,13,1,0,44,377,69]
s: 669
d: [2,232,3,16,3,0,44,67,69]
s: 232
d: [2,676,5,13,1,0,44,377,33]
s: 676
d: [2,280,3,17,3,0,44,134,42]
s: 280
d: [2,281,3,17,3,0,44,134,28]
s: 281
d: [2,677,5,13,1,0,44,377,35]
s: 677
d: [2,304,3,17,3,0,44,142,42]
s: 304
d: [2,678,5,13,1,0,44,377,35]
s: 678
d: [2,305,3,17,3,0,44,142,28]
s: 305
d: [2,768,3,17,3,0,44,204,33]
s: 768
d: [2,679,5,13,1,0,44,377,69]
s: 679
d: [2,863,3,17,3,0,44,205,33]
s: 863
d: [2,680,5,13,1,0,44,377,69]
s: 680
d: [2,1036,3,17,3,0,44,227,33]
s: 1036
d: [2,1188,3,17,3,0,44,228,33]
s: 1188
d: [2,685,5,13,1,0,44,69,377]
s: 685
d: [2,127,3,18,1,0,44,57,69]
s: 127
d: [2,686,5,13,1,0,44,69,377]
s: 686
d: [2,128,3,18,1,0,44,57,69]
s: 128
d: [2,282,3,18,3,0,44,134,48]
s: 282
d: [2,709,5,13,1,0,44,69,377]
s: 709
d: [2,283,3,18,3,0,44,134,30]
s: 283
d: [2,710,5,13,1,0,44,69,377]
s: 710
d: [2,306,3,18,3,0,44,142,48]
s: 306
d: [2,307,3,18,3,0,44,142,30]
s: 307
d: [2,1839,5,13,1,0,44,1806,33]
s: 1839
d: [2,1224,3,18,3,0,44,206,33]
s: 1224
d: [2,1851,5,13,1,0,44,1806,33]
s: 1851
d: [2,1236,3,18,3,0,44,207,33]
s: 1236
d: [2,1340,3,18,3,0,44,229,33]
s: 1340
d: [2,776,6,13,1,0,44,450,33]
s: 776
d: [2,1352,3,18,3,0,44,230,33]
s: 1352
d: [2,784,6,13,1,0,44,450,33]
s: 784
d: [2,620,3,19,3,0,44,75,42]
s: 620
d: [2,621,3,19,3,0,44,75,28]
s: 621
d: [2,954,6,17,1,0,44,478,30]
d: [2,1011,6,13,1,0,22,954,30]
s: 1011
d: [2,628,3,19,3,0,44,75,42]
s: 628
d: [2,962,6,21,1,0,44,478,30]
d: [2,1022,6,21,1,0,22,962,35]
d: [2,1023,6,13,1,0,22,1022,30]
s: 1023
d: [2,629,3,19,3,0,44,75,28]
s: 629
d: [2,643,3,19,3,0,44,76,42]
s: 643
d: [2,1070,6,17,1,0,44,479,30]
d: [2,1180,6,13,1,0,22,1070,30]
s: 1180
d: [2,644,3,19,3,0,44,76,28]
s: 644
d: [2,1089,6,17,1,0,44,479,30]
d: [2,1184,6,13,1,0,22,1089,30]
s: 1184
d: [2,658,3,19,3,0,44,76,42]
s: 658
d: [2,659,3,19,3,0,44,76,28]
s: 659
d: [2,2144,6,13,1,0,44,591,35]
s: 2144
d: [2,750,3,19,3,0,44,204,35]
s: 750
d: [2,2145,6,13,1,0,44,591,35]
s: 2145
d: [2,751,3,19,3,0,44,204,35]
s: 751
d: [2,757,3,19,3,0,44,204,69]
s: 757
d: [2,2152,6,13,1,0,44,591,69]
s: 2152
d: [2,758,3,19,3,0,44,204,69]
s: 758
d: [2,2153,6,13,1,0,44,591,69]
s: 2153
d: [2,769,3,19,3,0,44,204,35]
s: 769
d: [2,770,3,19,3,0,44,204,35]
s: 770
d: [2,2162,6,13,1,0,44,69,591]
s: 2162
d: [2,872,3,19,3,0,44,213,35]
s: 872
d: [2,2163,6,13,1,0,44,69,591]
s: 2163
d: [2,873,3,19,3,0,44,213,35]
s: 873
d: [2,879,3,19,3,0,44,213,69]
s: 879
d: [2,115,4,14,1,0,44,42,98]
s: 115
d: [2,880,3,19,3,0,44,213,69]
s: 880
d: [2,116,4,14,1,0,44,42,98]
s: 116
d: [2,891,3,19,3,0,44,213,35]
s: 891
d: [2,892,3,19,3,0,44,213,35]
s: 892
d: [2,117,4,14,1,0,44,29,98]
s: 117
d: [2,898,3,19,3,0,44,213,69]
s: 898
d: [2,118,4,14,1,0,44,29,98]
s: 118
d: [2,899,3,19,3,0,44,213,69]
s: 899
d: [2,1037,3,19,3,0,44,227,35]
s: 1037
d: [2,119,4,14,1,0,44,28,98]
s: 119
d: [2,1038,3,19,3,0,44,227,35]
s: 1038
d: [2,120,4,14,1,0,44,28,98]
s: 120
d: [2,1045,3,19,3,0,44,227,35]
s: 1045
d: [2,1046,3,19,3,0,44,227,35]
s: 1046
d: [2,121,4,14,1,0,44,42,98]
s: 121
d: [2,1052,3,19,3,0,44,227,69]
s: 1052
d: [2,122,4,14,1,0,44,42,98]
s: 122
d: [2,1053,3,19,3,0,44,227,69]
s: 1053
d: [2,384,3,20,2,0,40,144,29]
s: 384
d: [2,123,4,14,1,0,44,29,98]
s: 123
d: [2,623,3,20,3,0,44,75,48]
s: 623
d: [2,124,4,14,1,0,44,29,98]
s: 124
d: [2,624,3,20,3,0,44,75,30]
s: 624
d: [2,631,3,20,3,0,44,75,48]
s: 631
d: [2,125,4,14,1,0,44,28,98]
s: 125
d: [2,632,3,20,3,0,44,75,30]
s: 632
d: [2,126,4,14,1,0,44,28,98]
s: 126
d: [2,646,3,20,3,0,44,76,48]
s: 646
d: [2,647,3,20,3,0,44,76,30]
s: 647
d: [2,341,4,14,1,0,44,85,35]
s: 341
d: [2,661,3,20,3,0,44,76,48]
s: 661
d: [2,342,4,14,1,0,44,85,35]
s: 342
d: [2,662,3,20,3,0,44,76,30]
s: 662
d: [2,732,3,20,3,0,44,111,42]
s: 732
d: [2,348,4,14,1,0,44,35,85]
s: 348
d: [2,733,3,20,3,0,44,111,28]
s: 733
d: [2,349,4,14,1,0,44,35,85]
s: 349
d: [2,744,3,20,3,0,44,112,42]
s: 744
d: [2,745,3,20,3,0,44,112,28]
s: 745
d: [2,1426,4,14,1,0,44,86,35]
s: 1426
d: [2,1220,3,20,3,0,44,206,34]
s: 1220
d: [2,1427,4,14,1,0,44,86,35]
s: 1427
d: [2,1221,3,20,3,0,44,206,34]
s: 1221
d: [2,1225,3,20,3,0,44,206,35]
s: 1225
d: [2,1434,4,14,1,0,44,35,86]
s: 1434
d: [2,1226,3,20,3,0,44,206,35]
s: 1226
d: [2,1435,4,14,1,0,44,35,86]
s: 1435
d: [2,1245,3,20,3,0,44,215,35]
s: 1245
d: [2,1246,3,20,3,0,44,215,35]
s: 1246
d: [2,1561,4,18,1,0,44,87,30]
d: [2,1592,4,14,1,0,22,1561,30]
s: 1592
d: [2,1252,3,20,3,0,44,215,69]
s: 1252
d: [2,1585,4,18,1,0,44,87,30]
d: [2,1598,4,14,1,0,22,1585,30]
s: 1598
d: [2,1253,3,20,3,0,44,215,69]
s: 1253
d: [2,1266,3,20,3,0,44,215,34]
s: 1266
d: [2,1608,4,18,1,0,44,88,30]
d: [2,1663,4,14,1,0,22,1608,30]
s: 1663
d: [2,1267,3,20,3,0,44,215,34]
s: 1267
d: [2,1656,4,18,1,0,44,88,30]
d: [2,1669,4,14,1,0,22,1656,30]
s: 1669
d: [2,1292,3,20,3,0,44,222,34]
s: 1292
d: [2,1293,3,20,3,0,44,222,34]
s: 1293
d: [2,2490,5,14,1,0,44,115,35]
s: 2490
d: [2,1295,3,20,3,0,44,222,35]
s: 1295
d: [2,2491,5,14,1,0,44,115,35]
s: 2491
d: [2,1296,3,20,3,0,44,222,35]
s: 1296
d: [2,1302,3,20,3,0,44,222,69]
s: 1302
d: [2,2499,5,14,1,0,44,35,115]
s: 2499
d: [2,1303,3,20,3,0,44,222,69]
s: 1303
d: [2,2500,5,14,1,0,44,35,115]
s: 2500
d: [2,1341,3,20,3,0,44,229,35]
s: 1341
d: [2,1342,3,20,3,0,44,229,35]
s: 1342
d: [2,2645,5,14,1,0,44,116,35]
s: 2645
d: [2,1348,3,20,3,0,44,229,34]
s: 1348
d: [2,2646,5,14,1,0,44,116,35]
s: 2646
d: [2,1349,3,20,3,0,44,229,34]
s: 1349
d: [2,735,3,21,3,0,44,111,48]
s: 735
d: [2,2655,5,14,1,0,44,35,116]
s: 2655
d: [2,736,3,21,3,0,44,111,30]
s: 736
d: [2,2656,5,14,1,0,44,35,116]
s: 2656
d: [2,747,3,21,3,0,44,112,48]
s: 747
d: [2,748,3,21,3,0,44,112,30]
s: 748
d: [2,332,4,17,1,0,44,85,28]
d: [2,370,4,16,1,0,22,332,28]
d: [2,371,4,15,1,0,22,370,28]
s: 371
d: [2,752,3,22,3,0,44,204,42]
s: 752
d: [2,360,4,16,1,0,44,69,85]
d: [2,378,4,15,1,0,22,360,28]
s: 378
d: [2,753,3,22,3,0,44,204,28]
s: 753
d: [2,771,3,22,3,0,44,204,42]
s: 771
d: [2,361,4,16,1,0,44,69,85]
d: [2,379,4,15,1,0,22,361,28]
s: 379
d: [2,772,3,22,3,0,44,204,28]
s: 772
d: [2,1446,4,16,1,0,44,69,86]
d: [2,1504,4,15,1,0,22,1446,28]
s: 1504
d: [2,845,3,22,3,0,44,205,42]
s: 845
d: [2,846,3,22,3,0,44,205,28]
s: 846
d: [2,1447,4,16,1,0,44,69,86]
d: [2,1505,4,15,1,0,22,1447,28]
s: 1505
d: [2,866,3,22,3,0,44,205,42]
s: 866
d: [2,1744,4,16,1,0,44,69,89]
d: [2,1809,4,15,1,0,22,1744,28]
s: 1809
d: [2,867,3,22,3,0,44,205,28]
s: 867
d: [2,874,3,22,3,0,44,213,42]
s: 874
d: [2,1745,4,16,1,0,44,69,89]
d: [2,1810,4,15,1,0,22,1745,28]
s: 1810
d: [2,875,3,22,3,0,44,213,28]
s: 875
d: [2,1963,4,17,1,0,44,90,28]
d: [2,2092,4,16,1,0,22,1963,28]
d: [2,2093,4,15,1,0,22,2092,28]
s: 2093
d: [2,893,3,22,3,0,44,213,42]
s: 893
d: [2,894,3,22,3,0,44,213,28]
s: 894
d: [2,2040,4,16,1,0,44,69,90]
d: [2,2108,4,15,1,0,22,2040,28]
s: 2108
d: [2,912,3,22,3,0,44,214,42]
s: 912
d: [2,2041,4,16,1,0,44,69,90]
d: [2,2109,4,15,1,0,22,2041,28]
s: 2109
d: [2,913,3,22,3,0,44,214,28]
s: 913
d: [2,931,3,22,3,0,44,214,42]
s: 931
d: [2,243,5,16,1,0,44,183,28]
d: [2,264,5,15,1,0,22,243,28]
s: 264
d: [2,932,3,22,3,0,44,214,28]
s: 932
d: [2,247,5,16,1,0,44,183,28]
d: [2,266,5,15,1,0,22,247,28]
s: 266
d: [2,1039,3,22,3,0,44,227,42]
s: 1039
d: [2,1040,3,22,3,0,44,227,28]
s: 1040
d: [2,415,5,15,1,0,44,97,338]
s: 415
d: [2,1047,3,22,3,0,44,227,42]
s: 1047
d: [2,416,5,15,1,0,44,97,338]
s: 416
d: [2,1048,3,22,3,0,44,227,28]
s: 1048
d: [2,1191,3,22,3,0,44,228,42]
s: 1191
d: [2,434,5,15,1,0,44,97,338]
s: 434
d: [2,1192,3,22,3,0,44,228,28]
s: 1192
d: [2,435,5,15,1,0,44,97,338]
s: 435
d: [2,1199,3,22,3,0,44,228,42]
s: 1199
d: [2,1200,3,22,3,0,44,228,28]
s: 1200
d: [2,391,5,16,1,0,44,338,28]
d: [2,448,5,15,1,0,22,391,28]
s: 448
d: [2,755,3,23,3,0,44,204,48]
s: 755
d: [2,401,5,16,1,0,44,338,28]
d: [2,451,5,15,1,0,22,401,28]
s: 451
d: [2,756,3,23,3,0,44,204,30]
s: 756
d: [2,774,3,23,3,0,44,204,48]
s: 774
d: [2,491,5,15,1,0,44,97,339]
s: 491
d: [2,775,3,23,3,0,44,204,30]
s: 775
d: [2,492,5,15,1,0,44,97,339]
s: 492
d: [2,848,3,23,3,0,44,205,48]
s: 848
d: [2,849,3,23,3,0,44,205,30]
s: 849
d: [2,514,5,15,1,0,44,97,339]
s: 514
d: [2,869,3,23,3,0,44,205,48]
s: 869
d: [2,515,5,15,1,0,44,97,339]
s: 515
d: [2,870,3,23,3,0,44,205,30]
s: 870
d: [2,877,3,23,3,0,44,213,48]
s: 877
d: [2,458,5,16,1,0,44,339,28]
d: [2,529,5,15,1,0,22,458,28]
s: 529
d: [2,878,3,23,3,0,44,213,30]
s: 878
d: [2,474,5,16,1,0,44,339,28]
d: [2,534,5,15,1,0,22,474,28]
s: 534
d: [2,896,3,23,3,0,44,213,48]
s: 896
d: [2,897,3,23,3,0,44,213,30]
s: 897
d: [2,690,5,15,1,0,44,97,377]
s: 690
d: [2,915,3,23,3,0,44,214,48]
s: 915
d: [2,691,5,15,1,0,44,97,377]
s: 691
d: [2,916,3,23,3,0,44,214,30]
s: 916
d: [2,934,3,23,3,0,44,214,48]
s: 934
d: [2,714,5,15,1,0,44,97,377]
s: 714
d: [2,935,3,23,3,0,44,214,30]
s: 935
d: [2,715,5,15,1,0,44,97,377]
s: 715
d: [2,1042,3,23,3,0,44,227,48]
s: 1042
d: [2,1043,3,23,3,0,44,227,30]
s: 1043
d: [2,1875,5,15,1,0,44,97,1806]
s: 1875
d: [2,1050,3,23,3,0,44,227,48]
s: 1050
d: [2,1876,5,15,1,0,44,97,1806]
s: 1876
d: [2,1051,3,23,3,0,44,227,30]
s: 1051
d: [2,1194,3,23,3,0,44,228,48]
s: 1194
d: [2,1923,5,15,1,0,44,97,1806]
s: 1923
d: [2,1195,3,23,3,0,44,228,30]
s: 1195
d: [2,1924,5,15,1,0,44,97,1806]
s: 1924
d: [2,1202,3,23,3,0,44,228,48]
s: 1202
d: [2,1203,3,23,3,0,44,228,30]
s: 1203
d: [2,2511,5,16,1,0,44,69,115]
d: [2,2571,5,15,1,0,22,2511,28]
s: 2571
d: [2,1227,3,23,3,0,44,206,42]
s: 1227
d: [2,2512,5,16,1,0,44,69,115]
d: [2,2572,5,15,1,0,22,2512,28]
s: 2572
d: [2,1228,3,23,3,0,44,206,28]
s: 1228
d: [2,1239,3,23,3,0,44,207,42]
s: 1239
d: [2,2667,5,16,1,0,44,69,116]
d: [2,2727,5,15,1,0,22,2667,28]
s: 2727
d: [2,1240,3,23,3,0,44,207,28]
s: 1240
d: [2,2668,5,16,1,0,44,69,116]
d: [2,2728,5,15,1,0,22,2668,28]
s: 2728
d: [2,1247,3,23,3,0,44,215,42]
s: 1247
d: [2,1248,3,23,3,0,44,215,28]
s: 1248
d: [2,2901,5,16,1,0,44,69,119]
d: [2,2961,5,15,1,0,22,2901,28]
s: 2961
d: [2,1271,3,23,3,0,44,216,42]
s: 1271
d: [2,2902,5,16,1,0,44,69,119]
d: [2,2962,5,15,1,0,22,2902,28]
s: 2962
d: [2,1272,3,23,3,0,44,216,28]
s: 1272
d: [2,1297,3,23,3,0,44,222,42]
s: 1297
d: [2,3061,5,16,1,0,44,69,120]
d: [2,3121,5,15,1,0,22,3061,28]
s: 3121
d: [2,1298,3,23,3,0,44,222,28]
s: 1298
d: [2,3062,5,16,1,0,44,69,120]
d: [2,3122,5,15,1,0,22,3062,28]
s: 3122
d: [2,1321,3,23,3,0,44,223,42]
s: 1321
d: [2,1322,3,23,3,0,44,223,28]
s: 1322
d: [2,3261,5,15,1,0,44,371,35]
s: 3261
d: [2,1343,3,23,3,0,44,229,42]
s: 1343
d: [2,3262,5,15,1,0,44,371,35]
s: 3262
d: [2,1344,3,23,3,0,44,229,28]
s: 1344
d: [2,1355,3,23,3,0,44,230,42]
s: 1355
d: [2,3271,5,15,1,0,44,371,69]
s: 3271
d: [2,1356,3,23,3,0,44,230,28]
s: 1356
d: [2,3272,5,15,1,0,44,371,69]
s: 3272
d: [2,313,3,24,4,0,40,136,64]
s: 313
d: [2,386,3,24,4,0,40,144,59]
s: 386
d: [2,3324,5,15,1,0,44,371,35]
s: 3324
d: [2,1230,3,24,3,0,44,206,48]
s: 1230
d: [2,3325,5,15,1,0,44,371,35]
s: 3325
d: [2,1231,3,24,3,0,44,206,30]
s: 1231
d: [2,1242,3,24,3,0,44,207,48]
s: 1242
d: [2,3326,5,15,1,0,44,371,69]
s: 3326
d: [2,1243,3,24,3,0,44,207,30]
s: 1243
d: [2,3327,5,15,1,0,44,371,69]
s: 3327
d: [2,1250,3,24,3,0,44,215,48]
s: 1250
d: [2,1251,3,24,3,0,44,215,30]
s: 1251
d: [2,3337,5,15,1,0,44,69,371]
s: 3337
d: [2,1274,3,24,3,0,44,216,48]
s: 1274
d: [2,3338,5,15,1,0,44,69,371]
s: 3338
d: [2,1275,3,24,3,0,44,216,30]
s: 1275
d: [2,1300,3,24,3,0,44,222,48]
s: 1300
d: [2,6284,4,0,0,1,52,39,29,29,1300]
e: 6284
f: 6284,27
% Refutation found. Thanks to Tanya!
% SZS status Theorem for xtuple_0__t26_xtuple_0
% SZS output start Proof for xtuple_0__t26_xtuple_0
1. ! [X0] : ! [X1] : r1_tarski(k5_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k5_xboole_0(X0,X1))) [input t26_xtuple_0]
2. ~! [X0] : ! [X1] : r1_tarski(k5_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k5_xboole_0(X0,X1))) [negated conjecture 1]
3. ! [X0,X1] : k2_xboole_0(X0,X1) = k2_xboole_0(X1,X0) [input commutativity_k2_xboole_0]
5. ! [X0] : ! [X1] : k5_xboole_0(X0,X1) = k2_xboole_0(k4_xboole_0(X0,X1),k4_xboole_0(X1,X0)) [input d6_xboole_0]
