i: [1,32,0,10,1,1,0,0] t46_xtuple_0
a: [3,46,0,10,1,32]
d: [2,263,4,14,1,0,44,112,35]
d: [2,284,4,13,1,0,22,263,35]
s: 284
d: [2,181,2,16,3,0,44,71,42]
s: 181
d: [2,182,2,16,3,0,44,71,42]
s: 182
d: [2,267,4,14,1,0,44,112,35]
d: [2,286,4,13,1,0,22,267,35]
s: 286
d: [2,190,2,16,3,0,44,71,42]
s: 190
d: [2,323,5,13,1,0,44,132,33]
s: 323
d: [2,191,2,16,3,0,44,71,42]
s: 191
d: [2,210,2,16,3,0,44,76,42]
s: 210
d: [2,338,5,13,1,0,44,33,132]
s: 338
d: [2,211,2,16,3,0,44,76,42]
s: 211
d: [2,396,5,17,1,0,44,284,37]
d: [2,416,5,13,1,0,22,396,37]
s: 416
d: [2,217,2,16,3,0,44,76,42]
s: 217
d: [2,218,2,16,3,0,44,76,42]
s: 218
d: [2,400,5,17,1,0,44,284,37]
d: [2,418,5,13,1,0,22,400,37]
s: 418
d: [2,126,2,17,3,0,44,38,57]
s: 126
d: [2,100,3,14,1,0,44,50,78]
s: 100
d: [2,127,2,17,3,0,44,38,57]
s: 127
d: [2,167,2,17,3,0,44,69,57]
s: 167
d: [2,464,4,13,1,0,44,100,50]
s: 464
d: [2,168,2,17,3,0,44,69,37]
s: 168
d: [2,465,4,13,1,0,44,100,35]
s: 465
d: [2,174,2,17,3,0,44,69,57]
s: 174
d: [2,175,2,17,3,0,44,69,37]
s: 175
d: [2,466,4,13,1,0,44,100,40]
s: 466
d: [2,225,2,17,3,0,44,72,41]
s: 225
d: [2,469,4,13,1,0,44,50,100]
s: 469
d: [2,226,2,17,3,0,44,72,41]
s: 226
d: [2,228,2,17,3,0,44,72,42]
s: 228
d: [2,470,4,13,1,0,44,35,100]
s: 470
d: [2,229,2,17,3,0,44,72,42]
s: 229
d: [2,471,4,13,1,0,44,40,100]
s: 471
d: [2,235,2,17,3,0,44,77,42]
s: 235
d: [2,236,2,17,3,0,44,77,42]
s: 236
d: [2,461,4,18,1,0,44,100,37]
d: [2,507,4,17,1,0,22,461,35]
d: [2,508,4,13,1,0,22,507,37]
s: 508
d: [2,241,2,17,3,0,44,77,41]
s: 241
d: [2,530,5,13,1,0,44,464,40]
s: 530
d: [2,242,2,17,3,0,44,77,41]
s: 242
d: [2,183,2,19,3,0,44,71,50]
s: 183
d: [2,531,5,13,1,0,44,464,42]
s: 531
d: [2,184,2,19,3,0,44,71,35]
s: 184
d: [2,532,5,13,1,0,44,464,42]
s: 532
d: [2,192,2,19,3,0,44,71,50]
s: 192
d: [2,193,2,19,3,0,44,71,35]
s: 193
d: [2,533,5,13,1,0,44,464,78]
s: 533
d: [2,212,2,19,3,0,44,76,50]
s: 212
d: [2,534,5,13,1,0,44,464,78]
s: 534
d: [2,213,2,19,3,0,44,76,35]
s: 213
d: [2,219,2,19,3,0,44,76,50]
s: 219
d: [2,540,5,13,1,0,44,464,40]
s: 540
d: [2,220,2,19,3,0,44,76,35]
s: 220
d: [2,541,5,13,1,0,44,464,42]
s: 541
d: [2,185,2,20,3,0,44,71,57]
s: 185
d: [2,186,2,20,3,0,44,71,37]
s: 186
d: [2,542,5,13,1,0,44,464,42]
s: 542
d: [2,194,2,20,3,0,44,71,57]
s: 194
d: [2,543,5,13,1,0,44,464,78]
s: 543
d: [2,195,2,20,3,0,44,71,37]
s: 195
d: [2,214,2,20,3,0,44,76,57]
s: 214
d: [2,544,5,13,1,0,44,464,78]
s: 544
d: [2,215,2,20,3,0,44,76,37]
s: 215
d: [2,547,5,13,1,0,44,78,464]
s: 547
d: [2,221,2,20,3,0,44,76,57]
s: 221
d: [2,222,2,20,3,0,44,76,37]
s: 222
d: [2,548,5,13,1,0,44,78,464]
s: 548
d: [2,230,2,20,3,0,44,72,50]
s: 230
d: [2,568,5,13,1,0,44,78,464]
s: 568
d: [2,231,2,20,3,0,44,72,35]
s: 231
d: [2,237,2,20,3,0,44,77,50]
s: 237
d: [2,569,5,13,1,0,44,78,464]
s: 569
d: [2,238,2,20,3,0,44,77,35]
s: 238
d: [2,529,5,17,1,0,44,464,37]
d: [2,589,5,13,1,0,22,529,37]
s: 589
d: [2,232,2,21,3,0,44,72,57]
s: 232
d: [2,233,2,21,3,0,44,72,37]
s: 233
d: [2,1216,3,14,2,0,40,232,39]
d: [2,1219,3,7,1,0,21,1216,39]
s: 1219
d: [2,239,2,21,3,0,44,77,57]
s: 239
d: [2,539,5,17,1,0,44,464,37]
d: [2,592,5,13,1,0,22,539,37]
s: 592
d: [2,240,2,21,3,0,44,77,37]
s: 240
d: [2,101,3,14,1,0,44,50,78]
s: 101
d: [2,1268,4,13,1,0,44,101,50]
s: 1268
d: [2,102,3,14,1,0,44,36,78]
s: 102
d: [2,1271,4,13,1,0,44,101,40]
s: 1271
d: [2,103,3,14,1,0,44,36,78]
s: 103
d: [2,104,3,14,1,0,44,35,78]
s: 104
d: [2,1274,4,13,1,0,44,50,101]
s: 1274
d: [2,105,3,14,1,0,44,35,78]
s: 105
d: [2,1277,4,13,1,0,44,40,101]
s: 1277
d: [2,106,3,14,1,0,44,50,78]
s: 106
d: [2,107,3,14,1,0,44,50,78]
s: 107
d: [2,1782,4,18,1,0,44,104,37]
d: [2,1884,4,17,1,0,22,1782,35]
d: [2,1885,4,13,1,0,22,1884,37]
s: 1885
d: [2,108,3,14,1,0,44,36,78]
s: 108
d: [2,601,5,13,1,0,44,465,40]
s: 601
d: [2,109,3,14,1,0,44,36,78]
s: 109
d: [2,110,3,14,1,0,44,35,78]
s: 110
d: [2,617,5,13,1,0,44,465,40]
s: 617
d: [2,111,3,14,1,0,44,35,78]
s: 111
d: [2,618,5,13,1,0,44,465,42]
s: 618
d: [2,298,3,14,2,0,40,139,39]
s: 298
d: [2,318,3,14,2,0,40,159,39]
s: 318
d: [2,619,5,13,1,0,44,465,42]
s: 619
d: [2,187,3,16,3,0,44,71,78]
s: 187
d: [2,622,5,13,1,0,44,465,78]
s: 622
d: [2,188,3,16,3,0,44,71,78]
s: 188
d: [2,223,3,16,3,0,44,76,78]
s: 223
d: [2,623,5,13,1,0,44,465,78]
s: 623
d: [2,224,3,16,3,0,44,76,78]
s: 224
d: [2,652,5,13,1,0,44,78,465]
s: 652
d: [2,255,3,17,3,0,44,137,50]
s: 255
d: [2,256,3,17,3,0,44,137,35]
s: 256
d: [2,653,5,13,1,0,44,78,465]
s: 653
d: [2,291,3,17,3,0,44,157,50]
s: 291
d: [2,600,5,17,1,0,44,465,37]
d: [2,675,5,13,1,0,22,600,37]
s: 675
d: [2,292,3,17,3,0,44,157,35]
s: 292
d: [2,847,3,17,3,0,44,183,40]
s: 847
d: [2,616,5,17,1,0,44,465,37]
d: [2,680,5,13,1,0,22,616,37]
s: 680
d: [2,874,3,17,3,0,44,184,40]
s: 874
d: [2,697,5,13,1,0,44,466,42]
s: 697
d: [2,950,3,17,3,0,44,219,40]
s: 950
d: [2,977,3,17,3,0,44,220,40]
s: 977
d: [2,698,5,13,1,0,44,466,42]
s: 698
d: [2,176,3,18,1,0,44,66,78]
s: 176
d: [2,703,5,13,1,0,44,466,78]
s: 703
d: [2,177,3,18,1,0,44,66,78]
s: 177
d: [2,257,3,18,3,0,44,137,57]
s: 257
d: [2,704,5,13,1,0,44,466,78]
s: 704
d: [2,258,3,18,3,0,44,137,37]
s: 258
d: [2,711,5,13,1,0,44,78,466]
s: 711
d: [2,293,3,18,3,0,44,157,57]
s: 293
d: [2,294,3,18,3,0,44,157,37]
s: 294
d: [2,712,5,13,1,0,44,78,466]
s: 712
d: [2,1008,3,18,3,0,44,185,40]
s: 1008
d: [2,688,5,21,1,0,44,466,37]
d: [2,736,5,13,1,0,22,688,37]
s: 736
d: [2,1020,3,18,3,0,44,186,40]
s: 1020
d: [2,1104,3,18,3,0,44,221,40]
s: 1104
d: [2,696,5,17,1,0,44,466,37]
d: [2,748,5,17,1,0,22,696,42]
d: [2,749,5,13,1,0,22,748,37]
s: 749
d: [2,1116,3,18,3,0,44,222,40]
s: 1116
d: [2,764,5,13,1,0,44,508,40]
s: 764
d: [2,348,3,19,3,0,44,84,50]
s: 348
d: [2,349,3,19,3,0,44,84,35]
s: 349
d: [2,765,5,13,1,0,44,508,42]
s: 765
d: [2,355,3,19,3,0,44,84,50]
s: 355
d: [2,766,5,13,1,0,44,508,42]
s: 766
d: [2,356,3,19,3,0,44,84,35]
s: 356
d: [2,364,3,19,3,0,44,85,50]
s: 364
d: [2,767,5,13,1,0,44,508,78]
s: 767
d: [2,365,3,19,3,0,44,85,35]
s: 365
d: [2,768,5,13,1,0,44,508,78]
s: 768
d: [2,373,3,19,3,0,44,85,50]
s: 373
d: [2,374,3,19,3,0,44,85,35]
s: 374
d: [2,775,5,13,1,0,44,508,40]
s: 775
d: [2,829,3,19,3,0,44,183,42]
s: 829
d: [2,776,5,13,1,0,44,508,42]
s: 776
d: [2,830,3,19,3,0,44,183,42]
s: 830
d: [2,836,3,19,3,0,44,183,78]
s: 836
d: [2,777,5,13,1,0,44,508,42]
s: 777
d: [2,837,3,19,3,0,44,183,78]
s: 837
d: [2,778,5,13,1,0,44,508,78]
s: 778
d: [2,848,3,19,3,0,44,183,42]
s: 848
d: [2,849,3,19,3,0,44,183,42]
s: 849
d: [2,779,5,13,1,0,44,508,78]
s: 779
d: [2,883,3,19,3,0,44,192,42]
s: 883
d: [2,784,5,13,1,0,44,78,508]
s: 784
d: [2,884,3,19,3,0,44,192,42]
s: 884
d: [2,890,3,19,3,0,44,192,78]
s: 890
d: [2,785,5,13,1,0,44,78,508]
s: 785
d: [2,891,3,19,3,0,44,192,78]
s: 891
d: [2,808,5,13,1,0,44,78,508]
s: 808
d: [2,900,3,19,3,0,44,192,42]
s: 900
d: [2,901,3,19,3,0,44,192,42]
s: 901
d: [2,809,5,13,1,0,44,78,508]
s: 809
d: [2,907,3,19,3,0,44,192,78]
s: 907
d: [2,1367,5,13,1,0,44,1268,40]
s: 1367
d: [2,908,3,19,3,0,44,192,78]
s: 908
d: [2,951,3,19,3,0,44,219,42]
s: 951
d: [2,1386,5,13,1,0,44,1268,40]
s: 1386
d: [2,952,3,19,3,0,44,219,42]
s: 952
d: [2,1366,5,17,1,0,44,1268,37]
d: [2,1488,5,13,1,0,22,1366,37]
s: 1488
d: [2,959,3,19,3,0,44,219,42]
s: 959
d: [2,960,3,19,3,0,44,219,42]
s: 960
d: [2,1385,5,17,1,0,44,1268,37]
d: [2,1493,5,13,1,0,22,1385,37]
s: 1493
d: [2,966,3,19,3,0,44,219,78]
s: 966
d: [2,1574,5,17,1,0,44,1271,37]
d: [2,1648,5,13,1,0,22,1574,37]
s: 1648
d: [2,967,3,19,3,0,44,219,78]
s: 967
d: [2,317,3,20,2,0,40,159,36]
s: 317
d: [2,1583,5,21,1,0,44,1271,37]
d: [2,1662,5,21,1,0,22,1583,42]
d: [2,1663,5,13,1,0,22,1662,37]
s: 1663
d: [2,350,3,20,3,0,44,84,57]
s: 350
d: [2,2095,5,13,1,0,44,1885,40]
s: 2095
d: [2,351,3,20,3,0,44,84,37]
s: 351
d: [2,357,3,20,3,0,44,84,57]
s: 357
d: [2,2107,5,13,1,0,44,1885,40]
s: 2107
d: [2,358,3,20,3,0,44,84,37]
s: 358
d: [2,1128,6,13,1,0,44,589,40]
s: 1128
d: [2,366,3,20,3,0,44,85,57]
s: 366
d: [2,367,3,20,3,0,44,85,37]
s: 367
d: [2,1136,6,13,1,0,44,589,40]
s: 1136
d: [2,375,3,20,3,0,44,85,57]
s: 375
d: [2,2362,6,13,1,0,44,736,42]
s: 2362
d: [2,376,3,20,3,0,44,85,37]
s: 376
d: [2,436,3,20,3,0,44,126,50]
s: 436
d: [2,2363,6,13,1,0,44,736,42]
s: 2363
d: [2,437,3,20,3,0,44,126,35]
s: 437
d: [2,2370,6,13,1,0,44,736,78]
s: 2370
d: [2,520,3,20,3,0,44,127,50]
s: 520
d: [2,521,3,20,3,0,44,127,35]
s: 521
d: [2,2371,6,13,1,0,44,736,78]
s: 2371
d: [2,1004,3,20,3,0,44,185,41]
s: 1004
d: [2,2380,6,13,1,0,44,78,736]
s: 2380
d: [2,1005,3,20,3,0,44,185,41]
s: 1005
d: [2,1009,3,20,3,0,44,185,42]
s: 1009
d: [2,2381,6,13,1,0,44,78,736]
s: 2381
d: [2,1010,3,20,3,0,44,185,42]
s: 1010
d: [2,142,4,14,1,0,44,50,113]
s: 142
d: [2,1029,3,20,3,0,44,194,42]
s: 1029
d: [2,1030,3,20,3,0,44,194,42]
s: 1030
d: [2,143,4,14,1,0,44,50,113]
s: 143
d: [2,1036,3,20,3,0,44,194,78]
s: 1036
d: [2,144,4,14,1,0,44,36,113]
s: 144
d: [2,1037,3,20,3,0,44,194,78]
s: 1037
d: [2,1045,3,20,3,0,44,194,41]
s: 1045
d: [2,145,4,14,1,0,44,36,113]
s: 145
d: [2,1046,3,20,3,0,44,194,41]
s: 1046
d: [2,146,4,14,1,0,44,35,113]
s: 146
d: [2,1066,3,20,3,0,44,214,41]
s: 1066
d: [2,1067,3,20,3,0,44,214,41]
s: 1067
d: [2,147,4,14,1,0,44,35,113]
s: 147
d: [2,1069,3,20,3,0,44,214,42]
s: 1069
d: [2,148,4,14,1,0,44,50,113]
s: 148
d: [2,1070,3,20,3,0,44,214,42]
s: 1070
d: [2,1076,3,20,3,0,44,214,78]
s: 1076
d: [2,149,4,14,1,0,44,50,113]
s: 149
d: [2,1077,3,20,3,0,44,214,78]
s: 1077
d: [2,150,4,14,1,0,44,36,113]
s: 150
d: [2,1105,3,20,3,0,44,221,42]
s: 1105
d: [2,1106,3,20,3,0,44,221,42]
s: 1106
d: [2,151,4,14,1,0,44,36,113]
s: 151
d: [2,1112,3,20,3,0,44,221,41]
s: 1112
d: [2,152,4,14,1,0,44,35,113]
s: 152
d: [2,1113,3,20,3,0,44,221,41]
s: 1113
d: [2,438,3,21,3,0,44,126,57]
s: 438
d: [2,153,4,14,1,0,44,35,113]
s: 153
d: [2,439,3,21,3,0,44,126,37]
s: 439
d: [2,199,4,14,1,0,44,89,88]
s: 199
d: [2,523,3,21,3,0,44,127,57]
s: 523
d: [2,524,3,21,3,0,44,127,37]
s: 524
d: [2,248,4,14,1,0,44,55,90]
s: 248
d: [2,831,3,22,3,0,44,183,50]
s: 831
d: [2,467,4,14,1,0,44,100,42]
s: 467
d: [2,832,3,22,3,0,44,183,35]
s: 832
d: [2,850,3,22,3,0,44,183,50]
s: 850
d: [2,468,4,14,1,0,44,100,42]
s: 468
d: [2,851,3,22,3,0,44,183,35]
s: 851
d: [2,474,4,14,1,0,44,42,100]
s: 474
d: [2,858,3,22,3,0,44,184,50]
s: 858
d: [2,859,3,22,3,0,44,184,35]
s: 859
d: [2,475,4,14,1,0,44,42,100]
s: 475
d: [2,877,3,22,3,0,44,184,50]
s: 877
d: [2,1272,4,14,1,0,44,101,42]
s: 1272
d: [2,878,3,22,3,0,44,184,35]
s: 878
d: [2,885,3,22,3,0,44,192,50]
s: 885
d: [2,1273,4,14,1,0,44,101,42]
s: 1273
d: [2,886,3,22,3,0,44,192,35]
s: 886
d: [2,1280,4,14,1,0,44,42,101]
s: 1280
d: [2,902,3,22,3,0,44,192,50]
s: 902
d: [2,903,3,22,3,0,44,192,35]
s: 903
d: [2,1281,4,14,1,0,44,42,101]
s: 1281
d: [2,919,3,22,3,0,44,193,50]
s: 919
d: [2,1529,4,18,1,0,44,102,37]
d: [2,1559,4,14,1,0,22,1529,37]
s: 1559
d: [2,920,3,22,3,0,44,193,35]
s: 920
d: [2,936,3,22,3,0,44,193,50]
s: 936
d: [2,1552,4,18,1,0,44,102,37]
d: [2,1565,4,14,1,0,22,1552,37]
s: 1565
d: [2,937,3,22,3,0,44,193,35]
s: 937
d: [2,1687,4,18,1,0,44,103,37]
d: [2,1742,4,14,1,0,22,1687,37]
s: 1742
d: [2,953,3,22,3,0,44,219,50]
s: 953
d: [2,954,3,22,3,0,44,219,35]
s: 954
d: [2,1735,4,18,1,0,44,103,37]
d: [2,1748,4,14,1,0,22,1735,37]
s: 1748
d: [2,961,3,22,3,0,44,219,50]
s: 961
d: [2,324,5,14,1,0,44,132,48]
s: 324
d: [2,962,3,22,3,0,44,219,35]
s: 962
d: [2,980,3,22,3,0,44,220,50]
s: 980
d: [2,386,5,14,1,0,44,33,198]
s: 386
d: [2,981,3,22,3,0,44,220,35]
s: 981
d: [2,2633,5,14,1,0,44,142,42]
s: 2633
d: [2,988,3,22,3,0,44,220,50]
s: 988
d: [2,989,3,22,3,0,44,220,35]
s: 989
d: [2,2634,5,14,1,0,44,142,42]
s: 2634
d: [2,834,3,23,3,0,44,183,57]
s: 834
d: [2,2642,5,14,1,0,44,42,142]
s: 2642
d: [2,835,3,23,3,0,44,183,37]
s: 835
d: [2,853,3,23,3,0,44,183,57]
s: 853
d: [2,2643,5,14,1,0,44,42,142]
s: 2643
d: [2,854,3,23,3,0,44,183,37]
s: 854
d: [2,2788,5,14,1,0,44,143,42]
s: 2788
d: [2,861,3,23,3,0,44,184,57]
s: 861
d: [2,862,3,23,3,0,44,184,37]
s: 862
d: [2,2789,5,14,1,0,44,143,42]
s: 2789
d: [2,880,3,23,3,0,44,184,57]
s: 880
d: [2,2798,5,14,1,0,44,42,143]
s: 2798
d: [2,881,3,23,3,0,44,184,37]
s: 881
d: [2,888,3,23,3,0,44,192,57]
s: 888
d: [2,2799,5,14,1,0,44,42,143]
s: 2799
d: [2,889,3,23,3,0,44,192,37]
s: 889
d: [2,200,4,15,1,0,44,89,89]
s: 200
d: [2,905,3,23,3,0,44,192,57]
s: 905
d: [2,906,3,23,3,0,44,192,37]
s: 906
d: [2,458,4,17,1,0,44,100,35]
d: [2,501,4,16,1,0,22,458,35]
d: [2,502,4,15,1,0,22,501,35]
s: 502
d: [2,922,3,23,3,0,44,193,57]
s: 922
d: [2,486,4,16,1,0,44,78,100]
d: [2,509,4,15,1,0,22,486,35]
s: 509
d: [2,923,3,23,3,0,44,193,37]
s: 923
d: [2,939,3,23,3,0,44,193,57]
s: 939
d: [2,487,4,16,1,0,44,78,100]
d: [2,510,4,15,1,0,22,487,35]
s: 510
d: [2,940,3,23,3,0,44,193,37]
s: 940
d: [2,1292,4,16,1,0,44,78,101]
d: [2,1344,4,15,1,0,22,1292,35]
s: 1344
d: [2,956,3,23,3,0,44,219,57]
s: 956
d: [2,957,3,23,3,0,44,219,37]
s: 957
d: [2,1293,4,16,1,0,44,78,101]
d: [2,1345,4,15,1,0,22,1293,35]
s: 1345
d: [2,964,3,23,3,0,44,219,57]
s: 964
d: [2,1823,4,16,1,0,44,78,104]
d: [2,1888,4,15,1,0,22,1823,35]
s: 1888
d: [2,965,3,23,3,0,44,219,37]
s: 965
d: [2,983,3,23,3,0,44,220,57]
s: 983
d: [2,1824,4,16,1,0,44,78,104]
d: [2,1889,4,15,1,0,22,1824,35]
s: 1889
d: [2,984,3,23,3,0,44,220,37]
s: 984
d: [2,1922,4,17,1,0,44,105,35]
d: [2,2047,4,16,1,0,22,1922,35]
d: [2,2048,4,15,1,0,22,2047,35]
s: 2048
d: [2,991,3,23,3,0,44,220,57]
s: 991
d: [2,992,3,23,3,0,44,220,37]
s: 992
d: [2,1995,4,16,1,0,44,78,105]
d: [2,2063,4,15,1,0,22,1995,35]
s: 2063
d: [2,1011,3,23,3,0,44,185,50]
s: 1011
d: [2,1996,4,16,1,0,44,78,105]
d: [2,2064,4,15,1,0,22,1996,35]
s: 2064
d: [2,1012,3,23,3,0,44,185,35]
s: 1012
d: [2,1023,3,23,3,0,44,186,50]
s: 1023
d: [2,325,5,15,1,0,44,132,55]
s: 325
d: [2,1024,3,23,3,0,44,186,35]
s: 1024
d: [2,337,5,15,1,0,44,55,132]
s: 337
d: [2,1031,3,23,3,0,44,194,50]
s: 1031
d: [2,1032,3,23,3,0,44,194,35]
s: 1032
d: [2,394,5,16,1,0,44,284,35]
d: [2,415,5,15,1,0,22,394,35]
s: 415
d: [2,1050,3,23,3,0,44,195,50]
s: 1050
d: [2,398,5,16,1,0,44,284,35]
d: [2,417,5,15,1,0,22,398,35]
s: 417
d: [2,1051,3,23,3,0,44,195,35]
s: 1051
d: [2,1071,3,23,3,0,44,214,50]
s: 1071
d: [2,552,5,15,1,0,44,112,464]
s: 552
d: [2,1072,3,23,3,0,44,214,35]
s: 1072
d: [2,553,5,15,1,0,44,112,464]
s: 553
d: [2,1090,3,23,3,0,44,215,50]
s: 1090
d: [2,1091,3,23,3,0,44,215,35]
s: 1091
d: [2,573,5,15,1,0,44,112,464]
s: 573
d: [2,1107,3,23,3,0,44,221,50]
s: 1107
d: [2,574,5,15,1,0,44,112,464]
s: 574
d: [2,1108,3,23,3,0,44,221,35]
s: 1108
d: [2,1119,3,23,3,0,44,222,50]
s: 1119
d: [2,526,5,16,1,0,44,464,35]
d: [2,587,5,15,1,0,22,526,35]
s: 587
d: [2,1120,3,23,3,0,44,222,35]
s: 1120
d: [2,536,5,16,1,0,44,464,35]
d: [2,590,5,15,1,0,22,536,35]
s: 590
d: [2,300,3,24,4,0,40,139,73]
s: 300
d: [2,319,3,24,4,0,40,159,68]
s: 319
d: [2,632,5,15,1,0,44,112,465]
s: 632
d: [2,1014,3,24,3,0,44,185,57]
s: 1014
d: [2,633,5,15,1,0,44,112,465]
s: 633
d: [2,1015,3,24,3,0,44,185,37]
s: 1015
d: [2,1026,3,24,3,0,44,186,57]
s: 1026
d: [2,657,5,15,1,0,44,112,465]
s: 657
d: [2,1027,3,24,3,0,44,186,37]
s: 1027
d: [2,658,5,15,1,0,44,112,465]
s: 658
d: [2,1034,3,24,3,0,44,194,57]
s: 1034
d: [2,1035,3,24,3,0,44,194,37]
s: 1035
d: [2,597,5,16,1,0,44,465,35]
d: [2,672,5,15,1,0,22,597,35]
s: 672
d: [2,1053,3,24,3,0,44,195,57]
s: 1053
d: [2,613,5,16,1,0,44,465,35]
d: [2,677,5,15,1,0,22,613,35]
s: 677
d: [2,1054,3,24,3,0,44,195,37]
s: 1054
d: [2,1074,3,24,3,0,44,214,57]
s: 1074
d: [2,5594,4,0,0,1,52,46,36,36,1074]
e: 5594
f: 5594,32
% Refutation found. Thanks to Tanya!
% SZS status Theorem for xtuple_0__t46_xtuple_0
% SZS output start Proof for xtuple_0__t46_xtuple_0
1. ! [X0] : ! [X1] : r1_tarski(k5_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k5_xboole_0(X0,X1))) [input t46_xtuple_0]
2. ~! [X0] : ! [X1] : r1_tarski(k5_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k5_xboole_0(X0,X1))) [negated conjecture 1]
3. ! [X0,X1] : k2_xboole_0(X0,X1) = k2_xboole_0(X1,X0) [input commutativity_k2_xboole_0]
7. ! [X0] : ! [X1] : k5_xboole_0(X0,X1) = k2_xboole_0(k4_xboole_0(X0,X1),k4_xboole_0(X1,X0)) [input d6_xboole_0]
17. ! [X0] : ! [X1] : ! [X2] : ! [X3] : ((r1_tarski(X2,X3) & r1_tarski(X0,X1)) => r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3))) [input t13_xboole_1]
